Month,Calendar Year,Fiscal Year,Month Date,Route,Riders
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,120,9349
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,128,8952
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,136,13884
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,156,2125
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,184,13534
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,30,40020
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,40,43647
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,45,38831
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,531,1159
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,533,4542
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,535,2903
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,541,1079
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,61,74125
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,77,3220
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,96,46289
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,AZ Ave Link,23637
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,Buzz,8065
Feb,2015,FY14-15,02/01/2015 12:00:00 AM,Main St Link,26749
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,104,22700
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,108,3322
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,112,32879
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,120,9031
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,128,9266
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,136,13497
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,156,2112
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,184,13533
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,30,39943
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,40,46406
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,45,43402
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,531,1301
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,533,4549
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,535,3453
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,541,1343
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,61,78668
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,77,3129
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,96,48046
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,AZ Ave Link,21885
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,Buzz,7942
Mar,2015,FY14-15,03/01/2015 12:00:00 AM,Main St Link,31068
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,104,22373
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,108,4094
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,112,34132
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,120,9084
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,128,9107
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,136,12883
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,156,1890
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,184,13128
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,30,40196
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,40,45611
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,45,40836
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,531,1183
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,533,4120
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,535,3575
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,541,1179
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,61,77481
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,77,3082
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,96,45082
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,AZ Ave Link,23724
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,Buzz,7782
Apr,2015,FY14-15,04/01/2015 12:00:00 AM,Main St Link,30954
May,2015,FY14-15,05/01/2015 12:00:00 AM,104,21207
May,2015,FY14-15,05/01/2015 12:00:00 AM,108,2935
May,2015,FY14-15,05/01/2015 12:00:00 AM,112,32397
May,2015,FY14-15,05/01/2015 12:00:00 AM,120,7531
May,2015,FY14-15,05/01/2015 12:00:00 AM,128,7756
May,2015,FY14-15,05/01/2015 12:00:00 AM,136,10942
May,2015,FY14-15,05/01/2015 12:00:00 AM,156,2052
May,2015,FY14-15,05/01/2015 12:00:00 AM,184,12174
May,2015,FY14-15,05/01/2015 12:00:00 AM,30,37508
May,2015,FY14-15,05/01/2015 12:00:00 AM,40,46976
May,2015,FY14-15,05/01/2015 12:00:00 AM,45,37954
May,2015,FY14-15,05/01/2015 12:00:00 AM,531,1108
May,2015,FY14-15,05/01/2015 12:00:00 AM,533,4103
May,2015,FY14-15,05/01/2015 12:00:00 AM,535,2794
May,2015,FY14-15,05/01/2015 12:00:00 AM,541,969
May,2015,FY14-15,05/01/2015 12:00:00 AM,61,66192
May,2015,FY14-15,05/01/2015 12:00:00 AM,77,3175
May,2015,FY14-15,05/01/2015 12:00:00 AM,96,41554
May,2015,FY14-15,05/01/2015 12:00:00 AM,AZ Ave Link,19747
May,2015,FY14-15,05/01/2015 12:00:00 AM,Buzz,6654
May,2015,FY14-15,05/01/2015 12:00:00 AM,Main St Link,28658
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,104,18386
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,108,3430
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,112,30573
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,120,7541
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,128,7778
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,136,11063
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,156,1181
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,184,10407
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,30,36877
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,40,43750
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,45,36257
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,531,910
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,533,4771
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,535,3027
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,541,1030
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,61,57503
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,77,2653
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,96,38004
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,AZ Ave Link,18290
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,Buzz,5212
Jun,2015,FY14-15,06/01/2015 12:00:00 AM,Main St Link,29214
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,104,19189
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,108,3809
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,112,29120
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,120,6864
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,128,7678
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,136,10516
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,156,1587
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,184,11126
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,30,35020
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,40,46369
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,45,37037
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,531,1031
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,533,4980
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,535,3289
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,541,1176
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,61,55294
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,77,2510
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,96,38036
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,AZ Ave Link,18532
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,Buzz,6578
Jul,2015,FY15-16,07/01/2015 12:00:00 AM,Main St Link,29715
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,104,20243
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,108,3525
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,112,32974
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,120,7935
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,128,8060
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,136,12111
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,156,1792
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,184,12864
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,30,37363
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,40,47471
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,45,38865
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,531,1049
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,533,4162
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,535,3647
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,541,1171
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,61,62513
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,77,2977
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,96,41117
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,AZ Ave Link,16023
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,Buzz,9049
Aug,2015,FY15-16,08/01/2015 12:00:00 AM,Main St Link,25982
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,104,23723
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,108,3359
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,112,36801
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,120,9417
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,128,8659
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,136,13658
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,156,1554
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,184,12882
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,30,35643
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,40,41547
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,45,32980
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,531,1063
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,533,4644
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,535,3602
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,541,1139
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,61,70458
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,77,2674
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,96,47948
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,AZ Ave Link,10488
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,Buzz,9872
Sep,2015,FY15-16,09/01/2015 12:00:00 AM,Main St Link,18461
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,104,22120
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,108,2691
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,112,39989
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,120,9389
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,128,9214
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,136,13138
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,156,1763
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,184,13700
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,30,36883
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,40,42653
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,45,37054
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,531,1171
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,533,4336
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,535,3320
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,541,1061
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,61,70719
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,77,2722
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,96,48731
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,AZ Ave Link,10524
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,Buzz,10116
Oct,2015,FY15-16,10/01/2015 12:00:00 AM,Main St Link,19341
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,104,15530
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,108,2126
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,112,38434
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,120,8348
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,128,7699
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,136,10215
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,156,1235
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,184,11992
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,30,30540
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,40,39029
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,45,29540
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,531,936
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,533,3287
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,535,2745
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,541,1002
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,61,65092
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,77,3100
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,96,41137
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,AZ Ave Link,10092
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,Buzz,7758
Nov,2015,FY15-16,11/01/2015 12:00:00 AM,Main St Link,14322
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,104,17043
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,108,2533
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,112,41375
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,120,9055
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,128,8423
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,136,11428
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,156,976
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,184,12169
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,30,32380
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,40,40568
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,45,31534
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,531,1021
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,533,3538
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,535,2892
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,541,1028
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,61,62527
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,77,3268
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,96,40000
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,AZ Ave Link,9611
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,Buzz,10116
Dec,2015,FY15-16,12/01/2015 12:00:00 AM,Main St Link,16062
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,104,15186
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,108,2669
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,112,39662
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,120,8250
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,128,7633
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,136,10450
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,156,1310
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,184,10636
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,30,29595
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,40,39264
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,45,30945
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,531,1120
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,533,3489
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,535,2971
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,541,1106
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,61,64132
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,77,2361
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,96,39468
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,AZ Ave Link,9565
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,Buzz,8878
Jan,2016,FY15-16,01/01/2016 12:00:00 AM,Main St Link,14682
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,104,16469
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,108,2559
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,112,38555
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,120,8794
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,128,8334
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,136,12558
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,156,1080
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,184,11870
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,30,30339
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,40,40342
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,45,32547
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,531,1106
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,533,3917
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,535,2995
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,541,1149
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,61,66706
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,77,3312
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,96,41320
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,AZ Ave Link,9308
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,Buzz,9514
Feb,2016,FY15-16,02/01/2016 12:00:00 AM,Main St Link,16121
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,104,18137
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,108,2675
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,112,39964
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,120,9655
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,128,8677
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,136,12673
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,156,1068
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,184,12364
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,30,33783
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,40,37688
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,45,35078
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,531,1328
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,533,4198
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,535,3401
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,541,1221
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,61,65654
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,77,2356
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,96,40084
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,AZ Ave Link,10919
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,Buzz,10725
Mar,2016,FY15-16,03/01/2016 12:00:00 AM,Main St Link,17842
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,104,17140
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,108,3238
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,112,38134
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,120,9302
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,128,8011
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,136,12042
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,156,1523
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,184,11268
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,30,32020
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,40,36966
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,45,33340
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,531,1366
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,533,3621
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,535,3045
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,541,1109
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,61,61972
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,77,2864
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,96,38496
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,AZ Ave Link,8994
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,Buzz,10435
Apr,2016,FY15-16,04/01/2016 12:00:00 AM,Main St Link,16067
May,2016,FY15-16,05/01/2016 12:00:00 AM,104,17252
May,2016,FY15-16,05/01/2016 12:00:00 AM,108,3095
May,2016,FY15-16,05/01/2016 12:00:00 AM,112,37840
May,2016,FY15-16,05/01/2016 12:00:00 AM,120,8806
May,2016,FY15-16,05/01/2016 12:00:00 AM,128,7449
May,2016,FY15-16,05/01/2016 12:00:00 AM,136,11884
May,2016,FY15-16,05/01/2016 12:00:00 AM,156,1937
May,2016,FY15-16,05/01/2016 12:00:00 AM,184,14000
May,2016,FY15-16,05/01/2016 12:00:00 AM,30,27227
May,2016,FY15-16,05/01/2016 12:00:00 AM,40,36929
May,2016,FY15-16,05/01/2016 12:00:00 AM,45,32815
May,2016,FY15-16,05/01/2016 12:00:00 AM,531,1407
May,2016,FY15-16,05/01/2016 12:00:00 AM,533,3380
May,2016,FY15-16,05/01/2016 12:00:00 AM,535,2591
May,2016,FY15-16,05/01/2016 12:00:00 AM,541,1055
May,2016,FY15-16,05/01/2016 12:00:00 AM,61,56958
May,2016,FY15-16,05/01/2016 12:00:00 AM,77,3591
May,2016,FY15-16,05/01/2016 12:00:00 AM,96,36424
May,2016,FY15-16,05/01/2016 12:00:00 AM,AZ Ave Link,8821
May,2016,FY15-16,05/01/2016 12:00:00 AM,Buzz,9669
May,2016,FY15-16,05/01/2016 12:00:00 AM,Main St Link,16256
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,104,15911
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,108,2149
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,112,33652
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,120,8297
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,128,6910
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,136,10253
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,156,2640
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,184,11278
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,30,26136
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,40,35169
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,45,30853
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,531,1575
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,533,3777
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,535,2898
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,541,1098
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,61,49465
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,77,3059
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,96,32695
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,AZ Ave Link,9078
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,Buzz,6587
Jun,2016,FY15-16,06/01/2016 12:00:00 AM,Main St Link,15778
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,104,14047
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,108,2476
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,112,34624
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,120,8512
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,128,6550
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,136,9658
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,156,1342
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,184,11317
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,30,24536
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,40,35646
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,45,28810
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,531,1278
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,533,3136
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,535,2727
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,541,993
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,61,44500
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,77,2635
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,96,30279
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,AZ Ave Link,8213
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,Buzz,7009
Jul,2016,FY16-17,07/01/2016 12:00:00 AM,Main St Link,14204
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,104,15222
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,108,3484
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,112,40936
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,120,9536
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,128,8120
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,136,12328
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,156,2036
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,184,12221
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,30,30670
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,40,38557
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,45,33438
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,531,1430
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,533,3638
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,535,3444
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,541,1197
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,61,59604
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,77,2456
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,96,38499
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,AZ Ave Link,9743
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,Buzz,10841
Aug,2016,FY16-17,08/01/2016 12:00:00 AM,Main St Link,15826
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,104,14358
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,108,2796
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,112,38049
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,120,8815
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,128,8069
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,136,11982
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,156,1747
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,184,12416
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,30,29286
