Month,Calendar Year,Fiscal Year,Month Date,Route,Riders
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,40,39024
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,45,31327
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,531,1364
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,533,3225
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,535,3354
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,541,1152
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,61,61766
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,77,2492
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,96,40623
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,AZ Ave Link,7678
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,Buzz,11947
Sep,2016,FY16-17,09/01/2016 12:00:00 AM,Main St Link,14517
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,104,15068
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,108,3656
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,112,42928
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,120,9097
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,128,8522
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,136,12172
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,156,1513
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,184,11771
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,30,30405
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,40,45779
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,45,31705
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,531,1356
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,533,3253
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,535,3145
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,541,1022
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,61,63822
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,77,2055
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,96,40171
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,AZ Ave Link,5849
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,Buzz,11102
Oct,2016,FY16-17,10/01/2016 12:00:00 AM,Main St Link,12041
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,104,14719
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,108,3449
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,112,49099
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,120,8211
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,128,7445
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,136,11450
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,156,1392
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,184,10187
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,30,28272
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,40,56139
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,45,28897
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,531,1263
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,533,3506
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,535,2937
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,541,885
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,61,58969
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,77,1937
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,96,38177
Nov,2016,FY16-17,11/01/2016 12:00:00 AM,Buzz,11234
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,104,14147
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,108,3595
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,112,47547
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,120,8722
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,128,7183
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,136,11131
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,156,1250
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,184,10468
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,30,28010
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,40,55929
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,45,29993
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,531,1117
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,533,3853
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,535,2599
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,541,837
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,61,55397
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,77,1991
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,96,36313
Dec,2016,FY16-17,12/01/2016 12:00:00 AM,Buzz,10906
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,104,13721
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,108,3122
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,112,50739
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,120,8515
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,128,7418
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,136,10448
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,156,1518
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,184,10879
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,30,27079
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,40,56537
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,45,27797
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,531,1310
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,533,4071
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,535,3335
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,541,927
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,61,60014
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,77,2051
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,96,35164
Jan,2017,FY16-17,01/01/2017 12:00:00 AM,Buzz,10758
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,104,13458
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,108,3179
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,112,49040
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,120,8267
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,128,7045
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,136,11010
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,156,1395
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,184,10287
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,30,25924
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,40,55373
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,45,27889
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,531,1254
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,533,3757
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,535,3122
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,541,962
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,61,60669
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,77,2623
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,96,36460
Feb,2017,FY16-17,02/01/2017 12:00:00 AM,Buzz,10287
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,104,15419
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,108,3410
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,112,52828
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,120,10157
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,128,8451
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,136,12585
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,156,1765
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,184,11919
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,30,31256
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,40,57779
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,45,31599
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,531,1305
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,533,4608
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,535,3665
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,541,1136
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,61,63286
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,77,2811
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,96,38539
Mar,2017,FY16-17,03/01/2017 12:00:00 AM,Buzz,11288
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,104,12924
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,108,3302
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,112,49488
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,120,8108
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,128,7308
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,136,11108
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,156,1470
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,184,10496
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,30,27400
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,40,52478
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,45,29114
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,531,1241
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,533,3846
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,535,3161
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,541,1048
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,61,59466
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,77,2020
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,96,33864
Apr,2017,FY16-17,04/01/2017 12:00:00 AM,Buzz,10477
May,2017,FY16-17,05/01/2017 12:00:00 AM,104,13113
May,2017,FY16-17,05/01/2017 12:00:00 AM,108,2966
May,2017,FY16-17,05/01/2017 12:00:00 AM,112,52812
May,2017,FY16-17,05/01/2017 12:00:00 AM,120,8173
May,2017,FY16-17,05/01/2017 12:00:00 AM,128,6897
May,2017,FY16-17,05/01/2017 12:00:00 AM,136,10354
May,2017,FY16-17,05/01/2017 12:00:00 AM,156,1294
May,2017,FY16-17,05/01/2017 12:00:00 AM,184,10474
May,2017,FY16-17,05/01/2017 12:00:00 AM,30,27631
May,2017,FY16-17,05/01/2017 12:00:00 AM,40,53816
May,2017,FY16-17,05/01/2017 12:00:00 AM,45,27949
May,2017,FY16-17,05/01/2017 12:00:00 AM,531,1348
May,2017,FY16-17,05/01/2017 12:00:00 AM,533,3989
May,2017,FY16-17,05/01/2017 12:00:00 AM,535,3220
May,2017,FY16-17,05/01/2017 12:00:00 AM,541,1019
May,2017,FY16-17,05/01/2017 12:00:00 AM,61,54907
May,2017,FY16-17,05/01/2017 12:00:00 AM,77,1941
May,2017,FY16-17,05/01/2017 12:00:00 AM,96,33204
May,2017,FY16-17,05/01/2017 12:00:00 AM,Buzz,10851
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,104,11254
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,108,2857
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,112,49743
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,120,8056
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,128,5931
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,136,8867
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,156,1111
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,184,8424
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,30,24201
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,40,48379
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,45,25184
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,531,1219
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,533,3930
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,535,3313
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,541,928
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,61,48404
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,77,1769
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,96,28636
Jun,2017,FY16-17,06/01/2017 12:00:00 AM,Buzz,7648
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,104,10262
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,108,3036
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,112,48378
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,120,7988
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,128,5428
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,136,7768
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,156,1252
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,184,8886
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,30,22333
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,40,46554
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,45,23461
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,531,1164
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,533,3400
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,535,2971
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,541,909
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,61,43674
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,77,1785
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,96,29048
Jul,2017,FY17-18,07/01/2017 12:00:00 AM,Buzz,7236
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,104,14532
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,108,3854
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,112,54855
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,120,10040
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,128,7078
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,136,11348
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,156,2641
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,184,12145
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,30,30416
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,40,52893
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,45,29991
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,531,1393
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,533,4296
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,535,3775
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,541,1047
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,61,61337
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,77,2492
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,96,36000
Aug,2017,FY17-18,08/01/2017 12:00:00 AM,Buzz,11676
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,104,14824
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,108,3163
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,112,53969
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,120,8588
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,128,7319
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,136,10979
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,156,2023
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,184,11610
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,30,29173
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,40,51750
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,45,29890
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,531,1291
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,533,3608
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,535,3244
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,541,930
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,61,64897
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,77,2325
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,96,38173
Sep,2017,FY17-18,09/01/2017 12:00:00 AM,Buzz,11843
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,104,15544
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,108,3725
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,112,57096
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,120,8804
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,128,7737
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,136,12109
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,156,2525
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,184,13069
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,30,31656
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,40,54330
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,45,30471
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,531,1218
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,533,3763
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,535,3604
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,541,991
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,61,66124
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,77,1829
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,96,38921
Oct,2017,FY17-18,10/01/2017 12:00:00 AM,Buzz,12502
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,104,13901
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,108,3382
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,112,54258
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,120,7194
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,128,6883
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,136,12545
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,156,2708
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,184,10172
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,30,27779
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,40,52133
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,45,27957
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,531,1377
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,533,3512
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,535,2918
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,541,806
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,61,61098
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,77,1856
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,96,38496
Nov,2017,FY17-18,11/01/2017 12:00:00 AM,Buzz,10984
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,104,13903
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,108,3542
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,112,53602
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,120,6801
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,128,7008
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,136,11261
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,156,2064
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,184,9204
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,30,25489
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,40,51883
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,45,26416
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,531,1038
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,533,3164
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,535,2588
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,541,863
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,61,57102
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,77,1875
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,96,36074
Dec,2017,FY17-18,12/01/2017 12:00:00 AM,Buzz,10995
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,104,14519
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,108,2837
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,112,56660
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,120,8096
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,128,6525
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,136,13478
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,156,1754
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,184,10384
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,30,26189
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,40,54186
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,45,27421
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,531,978
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,533,4380
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,535,3898
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,541,936
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,61,60070
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,77,1994
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,96,36994
Jan,2018,FY17-18,01/01/2018 12:00:00 AM,Buzz,10935
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,30,25231
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,40,48536
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,45,25555
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,61,54564
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,77,2058
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,96,34862
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,104,13471
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,108,2560
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,112,52248
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,120,7514
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,128,6513
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,136,10903
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,156,1969
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,184,9130
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,531,1132
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,533,4246
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,535,3682
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,541,1127
Feb,2018,FY17-18,02/01/2018 12:00:00 AM,Buzz,11532
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,104,13934
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,108,2617
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,112,55490
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,120,7875
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,128,7102
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,136,12006
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,156,1559
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,184,10053
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,30,28685
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,40,55584
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,45,29350
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,531,1351
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,533,4539
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,535,4533
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,541,1321
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,61,56743
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,77,2217
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,96,36714
Mar,2018,FY17-18,03/01/2018 12:00:00 AM,Buzz,12825
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,104,13509
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,108,2661
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,112,51412
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,120,6382
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,128,6120
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,136,11483
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,156,1687
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,184,9998
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,30,26609
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,40,49587
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,45,26808
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,531,1398
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,533,4586
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,535,4495
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,541,1253
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,61,55731
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,77,1957
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,96,35564
Apr,2018,FY17-18,04/01/2018 12:00:00 AM,Buzz,10978
May,2018,FY17-18,05/01/2018 12:00:00 AM,104,13356
May,2018,FY17-18,05/01/2018 12:00:00 AM,108,2561
May,2018,FY17-18,05/01/2018 12:00:00 AM,112,51809
May,2018,FY17-18,05/01/2018 12:00:00 AM,120,7703
May,2018,FY17-18,05/01/2018 12:00:00 AM,128,6213
May,2018,FY17-18,05/01/2018 12:00:00 AM,136,10777
May,2018,FY17-18,05/01/2018 12:00:00 AM,156,1217
May,2018,FY17-18,05/01/2018 12:00:00 AM,184,9508
May,2018,FY17-18,05/01/2018 12:00:00 AM,30,26286
May,2018,FY17-18,05/01/2018 12:00:00 AM,40,48921
May,2018,FY17-18,05/01/2018 12:00:00 AM,45,28663
May,2018,FY17-18,05/01/2018 12:00:00 AM,531,1390
May,2018,FY17-18,05/01/2018 12:00:00 AM,533,4994
May,2018,FY17-18,05/01/2018 12:00:00 AM,535,4061
May,2018,FY17-18,05/01/2018 12:00:00 AM,541,1240
May,2018,FY17-18,05/01/2018 12:00:00 AM,61,52824
May,2018,FY17-18,05/01/2018 12:00:00 AM,77,1727
May,2018,FY17-18,05/01/2018 12:00:00 AM,96,35129
May,2018,FY17-18,05/01/2018 12:00:00 AM,Buzz,8820
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,104,12799
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,108,1928
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,112,49103
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,120,7177
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,128,5669
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,136,10091
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,156,813
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,184,8225
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,30,23831
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,40,45470
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,45,25387
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,531,1203
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,533,4050
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,535,3556
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,541,1202
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,61,46319
Jun,2018,FY17-18,06/01/2018 12:00:00 AM,77,1872
